"Record_number","Study_number","Author","Site_name","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","TS_Flag","Annual_TS_Coverage","TS_Source","TAIR1","TAIR2","TAIR3","TAIR4","TAIR5","TAIR6","TAIR7","TAIR8","TAIR9","TAIR10","TAIR11","TAIR12","Rs1","Rs2","Rs3","Rs4","Rs5","Rs6","Rs7","Rs8","Rs9","Rs10","Rs11","Rs12","Rs_bahn_Jan","Rs_bahn_Feb","Rs_bahn_Mar","Rs_bahn_Apr","Rs_bahn_May","Rs_bahn_Jun","Rs_bahn_Jul","Rs_bahn_Aug","Rs_bahn_Sep","Rs_bahn_Oct","Rs_bahn_Nov","Rs_bahn_Dec"
614,1954,"Borken","Unterlüß",1,52.83,10.3,117,"None","",NA,131,"Fagus sylvatica","Temperate","Forest","Natural",8.4,837,NA,8.9,1190,"IRGA",21,1,"",594,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.86,10,3e+17,84.8,0.008,0,NA,"Positive",1.57,52.75,10.25,680.57,8.62,798.8,8.77,1998,110.145,0.841,1.073,6.39,"",1,"Figure 1",2.9,5.5,4.9,8.2,13.9,15.8,15.5,15.4,12.8,7.9,0.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5332965739341,93.9639461698432,86.5178785017142,135.649330812239,287.869239004073,367.498566811653,353.673169452483,349.175078389103,249.544245404134,130.272155695106,49.4375505269761,53.8227252645047
615,1954,"Borken","Unterlüß",1,52.83,10.28,115,"None","",NA,90,"Picea abies","Temperate","Forest","Natural",8.4,837,NA,8.9,1190,"IRGA",21,1,"",420,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.82,10,9.98e+16,79.9,0.008,0,NA,"Positive",1.09,52.75,10.25,680.57,8.62,798.8,8.77,1998,110.145,0.841,1.073,6.57,"",1,"Figure 1",2.9,5.5,4.9,8.2,13.9,15.8,15.5,15.4,12.8,7.9,0.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.781886415475,283.359913964042,262.153016057739,400.480106330863,813.722557125824,1024.25538447128,987.909159114588,976.066360626586,711.236372422109,385.504907863751,154.721277232026,167.620095160277
616,1954,"Borken","Unterlüß",1,52.83,10.27,110,"None","",NA,54,"Pinus sylvestris","Temperate","Forest","Natural",8.4,837,NA,8.9,1190,"IRGA",21,1,"",539,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.81,10,6.24e+17,85.8,0.008,0,NA,"Positive",1.27,52.75,10.25,680.57,8.62,798.8,8.77,1998,110.145,0.841,1.073,7.26,"",1,"Figure 1",2.9,5.5,4.9,8.2,13.9,15.8,15.5,15.4,12.8,7.9,0.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7939427772251,124.978169510983,114.962434155091,181.205322479743,387.97350067955,496.721737120813,477.818812084919,471.670610439124,335.755138893924,173.939311680598,65.2590715869906,71.1188744810865
617,1954,"Borken","Solling",1,51.77,9.58,504,"None","",NA,151,"Fagus sylvatica","Temperate","Forest","Natural",7.5,1038,NA,8.4,1128,"IRGA",21,1,"",532,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.69,10,6.34e+15,74.6,0.008,0,NA,"None",1.67,51.75,9.75,950.76,8.17,941.3,9.11,1999,174.947,0.767,-0.054,8.02,"",1,"Figure 1",2.4,0,5.2,8.5,13.2,14.6,18.4,16.2,16.9,8.5,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.646686224849,98.3596773432279,186.806087512971,277.231172304608,478.857870546349,561.580282110656,858.823086143581,672.486177366068,727.202828816205,277.231172304608,150.019370354538,126.242976498148
618,1954,"Borken","Solling",1,51.77,9.57,508,"None","",NA,116,"Picea abies","Temperate","Forest","Natural",7.5,1038,NA,8.4,1128,"IRGA",21,1,"",508,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.86,10,4.11e+15,74.5,0.008,0,NA,"None",1.71,51.75,9.75,950.76,8.17,941.3,9.11,1999,174.947,0.767,-0.054,7.95,"",1,"Figure 1",2.4,0,5.2,8.5,13.2,14.6,18.4,16.2,16.9,8.5,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7932457292551,66.609850911058,126.397640611853,187.482258670168,323.598546626157,379.418947329619,579.913963715909,454.240239902242,491.147867778071,187.482258670168,101.536678738386,85.464015997908
619,1954,"Borken","Solling",1,51.57,9.67,270,"None","",NA,104,"Pinus sylvestris","Temperate","Forest","Natural",7.5,900,NA,8.4,1128,"IRGA",21,1,"",543,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.83,10,2.18e+18,89.6,0.008,0,NA,"None",1.48,51.75,9.75,950.76,8.17,941.3,9.11,1999,174.947,0.767,-0.054,8.96,"",1,"Figure 1",2.4,0,5.2,8.5,13.2,14.6,18.4,16.2,16.9,8.5,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2428671745288,35.0816460777572,75.7996877668347,121.784641652751,234.792679008567,284.318442134597,473.579733520235,353.032576073712,387.808970073357,121.784641652751,58.2469051976871,47.3439353865545
620,1954,"Borken","Unterlüß",1,52.83,10.3,117,"None","",NA,132,"Fagus sylvatica","Temperate","Forest","Natural",8.4,837,NA,9.6,756,"IRGA",21,1,"",578,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.86,10,3e+17,84.8,0.008,0,NA,"Positive",1.57,52.75,10.25,680.57,8.62,610.5,9.72,1999,110.145,0.841,-0.636,6.99,"",1,"Figure 1",3.1,1.3,5.4,8.9,13.4,15.3,19.3,16.4,16.9,9.1,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3914845758744,52.3215625259352,92.6821454492766,149.025220726369,269.80551609671,344.731135022183,571.507464086808,396.697236588263,422.691803109206,153.070582434638,76.3891440781069,71.2587761712215
621,1954,"Borken","Unterlüß",1,52.83,10.28,115,"None","",NA,91,"Picea abies","Temperate","Forest","Natural",8.4,837,NA,9.6,756,"IRGA",21,1,"",396,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.82,10,9.98e+16,79.9,0.008,0,NA,"Positive",1.09,52.75,10.25,680.57,8.62,610.5,9.72,1999,110.145,0.841,-0.636,6.57,"",1,"Figure 1",3.1,1.3,5.4,8.9,13.4,15.3,19.3,16.4,16.9,9.1,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.168406999897,163.211579291603,279.716398957157,437.585663421174,765.522906286988,964.357465090643,1552.72190380051,1100.76137282953,1168.59779711859,448.769069008351,233.133783823233,218.35170477502
622,1954,"Borken","Unterlüß",1,52.83,10.27,110,"None","",NA,55,"Pinus sylvestris","Temperate","Forest","Natural",8.4,837,NA,9.6,756,"IRGA",21,1,"",517,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","mg C/m2/hr",0,20,NA,0.81,10,6.24e+17,85.8,0.008,0,NA,"Positive",1.27,52.75,10.25,680.57,8.62,610.5,9.72,1999,110.145,0.841,-0.636,7.26,"",1,"Figure 1",3.1,1.3,5.4,8.9,13.4,15.3,19.3,16.4,16.9,9.1,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2844076641334,69.1122490552861,123.253325726333,199.294216994436,363.350478354648,465.597337492825,776.498850672106,536.671140939824,572.266005015035,204.76881973578,101.354740343938,94.4701767550179
623,3429,"Kucharik","UW Arboretum-remnant",1,43.03,-89.43,264,"None","",NA,NA,"Carex pellita","Temperate","Grassland","Natural",7.5,928,NA,7.5,778,"IRGA",14,1,"",1181,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-5,25,301,0.66,10,3.02,2.49,10,NA,NA,"Positive",3.02,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904,"",1,"MGRsD",-2.1,-1.2,-1.6,8.1,12,20.3,23.7,21.1,18.1,7.7,1,-2.5,NA,NA,NA,1.22,2.99,4.694,7.384,7.921,4.984,1.386,0.807,0.434,456.439609111529,495.717007012489,477.859545781941,1163.29249117124,1663.56994674145,3561.74062269784,4865.16405695294,3832.91682826334,2910.90309850965,1121.38662498748,606.552448325244,439.997057194826
624,3429,"Kucharik","UW Arboretum-restoration",1,43.03,-89.43,264,"None","",NA,65,"Andropogon gerardii","Temperate","Grassland","Natural",7.5,928,NA,7.5,778,"IRGA",14,1,"",1331,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-5,25,264,0.7,10,2.49,2.96,10,NA,NA,"Positive",2.49,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904,"",1,"MGRsD",-2.1,-1.2,-1.6,8.1,12,20.3,23.7,21.1,18.1,7.7,1,-2.5,NA,NA,NA,1.22,2.99,4.694,7.384,7.921,4.984,1.386,0.807,0.434,304.628655708845,336.059406264435,321.708538942768,927.009476941653,1418.66704920791,3508.85103712221,5084.74765433721,3828.8809765227,2760.07485338917,887.423053346506,427.228411851834,291.619987184878
625,3429,"Kucharik","UW Arboretum-remnant",1,43.03,-89.43,264,"None","",NA,NA,"Carex pellita","Temperate","Grassland","Natural",7.5,928,NA,7.5,908,"IRGA",14,1,"",1174,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-5,25,226,0.63,10,2.81,2.58,10,NA,NA,"Positive",2.81,43.25,-89.25,847.62,7.84,787.1,7.75,2003,131.481,0.898,-0.46,9.419,"",1,"MGRsD",-7.8,-7.8,-0.2,7.2,12.8,18.4,21.4,22.4,16.4,9.8,2.5,-2.1,0.269,0.186,0.434,1.634,4.199,8.128,8,7.094,4.778,2.875,0.931,0.434,236.1914050273,236.1914050273,487.286470593906,986.342549046394,1681.8201114901,2867.68414294528,3816.66507273953,4198.24999196043,2370.0790117094,1263.65001201031,630.263004733752,406.587747916048
626,3429,"Kucharik","UW Arboretum-restoration",1,43.03,-89.43,264,"None","",NA,65,"Andropogon gerardii","Temperate","Grassland","Natural",7.5,928,NA,7.5,908,"IRGA",14,1,"",1387,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-5,25,223,0.61,10,2.9,2.64,10,NA,NA,"Positive",2.9,43.25,-89.25,847.62,7.84,787.1,7.75,2003,131.481,0.898,-0.46,9.419,"",1,"MGRsD",-7.8,-7.8,-0.2,7.2,12.8,18.4,21.4,22.4,16.4,9.8,2.5,-2.1,0.269,0.186,0.434,1.634,4.199,8.128,8,7.094,4.778,2.875,0.931,0.434,233.970886813466,233.970886813466,491.259620156093,1011.53916669466,1747.25315196073,3018.06759199691,4044.7635478025,4459.44895499553,2482.86350131014,1303.74199891415,639.379675507345,408.106729692169
627,3429,"Kucharik","UW Arboretum-remnant",1,43.03,-89.43,264,"None","",NA,NA,"Carex pellita","Temperate","Grassland","Natural",7.5,928,NA,7.5,1053,"IRGA",14,1,"",1386,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-5,25,192,0.74,10,2.62,3.46,10,NA,NA,"Positive",2.62,43.25,-89.25,847.62,7.84,961.2,8.32,2004,131.481,0.898,0.864,9.704,"",1,"MGRsD",-9,-4.8,3,8.6,13.6,18.5,20.9,18.6,18.5,10.9,4.3,-3.3,0.186,0.393,1.51,3.082,5.398,9.369,7.218,6.639,4.116,2.213,NA,NA,112.087951115685,189.318701359297,501.121991917249,1007.99004680127,1881.26423284937,3467.55599102268,4678.43272452278,3511.10125048296,3467.55599102268,1343.11524633466,589.388674852712,228.292468026792
628,3429,"Kucharik","UW Arboretum-restoration",1,43.03,-89.43,264,"None","",NA,65,"Andropogon gerardii","Temperate","Grassland","Natural",7.5,928,NA,7.5,1053,"IRGA",14,1,"",1510,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-5,25,168,0.69,10,2.17,3.27,10,NA,NA,"Positive",2.17,43.25,-89.25,847.62,7.84,961.2,8.32,2004,131.481,0.898,0.864,9.704,"",1,"MGRsD",-9,-4.8,3,8.6,13.6,18.5,20.9,18.6,18.5,10.9,4.3,-3.3,0.186,0.393,1.51,3.082,5.398,9.369,7.218,6.639,4.116,2.213,NA,NA,103.307284804533,170.375835150836,431.442098727897,840.669427501326,1525.06519258933,2733.87278170613,3638.61927447278,2766.63307307422,2733.87278170613,1105.63124981636,503.703467152989,203.707464974885
629,2197,"Yim","Yoshiwa/Hiroshima",1,34.5,132.92,700,"None","",NA,70,"Quercus serrata","Temperate","Forest","Natural",9.7,2060,NA,11.1,NA,"Alkali absorption",30,1,"",880,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,21,5,0.92,-1,131.75,0.078,0,NA,NA,"Positive",1.81,34.75,132.75,1571.84,13.46,1664.4,13.63,1999,245.379,0.456,0.377,13.18,"",1,"Rs_Ts_Relationship",1.9,1.7,7.1,11.8,17.2,21,24.1,25.7,23.4,16.1,9.5,4.1,0.867,0.806,1.069,1.577,2.187,2.98,3.773,4.566,4.341,2.854,NA,NA,439.589915286737,432.749068529127,660.91981350527,955.478403964247,1459.26277947345,1965.86415586517,2506.87671742053,2842.01004066523,2372.97110931033,1338.65856629181,797.788401777209,522.366224612626
630,2197,"Yim","Yoshiwa/Hiroshima",1,34.5,132.92,700,"None","",NA,70,"Quercus serrata","Temperate","Forest","Natural",9.7,2060,NA,11.1,NA,"IRGA",30,1,"",796,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,21,5,0.94,-1,70.458,0.113,0,NA,NA,"Positive",1.38,34.75,132.75,1571.84,13.46,1664.4,13.63,1999,245.379,0.456,0.377,13.75,"",1,"Rs_Ts_Relationship",1.9,1.7,7.1,11.8,17.2,21,24.1,25.7,23.4,16.1,9.5,4.1,0.867,0.806,1.069,1.577,2.187,2.98,3.773,4.566,4.341,2.854,NA,NA,250.493301347309,244.865759271182,452.236475559,771.373860215315,1424.63118126606,2193.79236572448,3119.96985543987,3741.92303610195,2881.45737763444,1257.26878846778,593.99428555516,321.621252587867
631,2197,"Yim","Yoshiwa/Hiroshima",1,34.5,132.92,700,"None","",NA,70,"Quercus serrata","Temperate","Forest","Natural",9.7,2060,NA,11.1,NA,"IRGA",30,1,"",943,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,21,5,0.9,-1,82.486,0.114,0,NA,NA,"Positive",1.63,34.75,132.75,1571.84,13.46,1664.4,13.63,1999,245.379,0.456,0.377,13.73,"",1,"Rs_Ts_Relationship",1.9,1.7,7.1,11.8,17.2,21,24.1,25.7,23.4,16.1,9.5,4.1,0.867,0.806,1.069,1.577,2.187,2.98,3.773,4.566,4.341,2.854,NA,NA,294.066324986528,287.402081773132,533.685362810182,914.611858656303,1698.3696102897,2625.33371662488,3745.35489727253,4499.20780572236,3456.60003844359,1497.19233593952,702.667563336688,378.402959065688
636,2251,"DeLucia","Westland",1,-43.2,170.3,NA,"None","",NA,250,"Dacryidium cupressinum","Temperate","Forest","Natural",11.3,3400,NA,10.9,3118,"IRGA",30,1,"",908,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/c)-(1/(T-d))), T in K","Positive","umol CO2/m2/s",6,18,NA,0.4,5,2.35,308.56,56.02,227.13,NA,"",2.35,-43.25,170.25,4678.87,11.49,4252,11.64,2001,234.355,0.432,-1.821,10.9,"",1,"Description above Figure 7",13.9,15.1,14.3,12.2,9.9,8.8,6,8.5,10.2,12.4,13.1,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543.05473309129,1708.15423675447,1596.95156371587,1326.5583020411,1065.47954568467,953.235851450275,702.934895445784,924.010412303113,1097.49288896153,1350.97957699311,1438.65020172634,1736.66769369449
643,2326,"Kang","Jumbong-N1",1,38.03,128.1,1075,"None","",NA,NA,"Quercus mongolica","Temperate","Forest","Unmanaged",6.3,1578,NA,NA,NA,"IRGA",30,0.58,"",1123,704,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,20,NA,0.88,10,0.14,0.118,0,NA,NA,"Negative",2.88,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,"TAIR_4",0.58,"MGRsD and TAIR_Del",-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,NA,NA,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,NA,NA,179.679247380085,190.660031506121,548.048059167312,968.570760677694,1752.8661765162,3446.93111513788,6019.95114193979,5410.3060549133,2414.69431953429,1318.53725674766,528.885425959946,268.953844289536
644,2326,"Kang","Jumbong-S1",1,38.03,128.1,1075,"None","",NA,NA,"Quercus mongolica","Temperate","Forest","Unmanaged",6.3,1578,NA,NA,NA,"IRGA",30,0.58,"",1123,635,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,20,NA,0.88,10,0.14,0.118,0,NA,NA,"Positive",2.88,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,"TAIR_4",0.58,"MGRsD and TAIR_Del",-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,NA,NA,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,NA,NA,179.679247380085,190.660031506121,548.048059167312,968.570760677694,1752.8661765162,3446.93111513788,6019.95114193979,5410.3060549133,2414.69431953429,1318.53725674766,528.885425959946,268.953844289536
645,2326,"Kang","Jumbong-N2",1,38.03,128.1,1075,"None","",NA,NA,"Quercus mongolica","Temperate","Forest","Unmanaged",6.3,1578,NA,NA,NA,"IRGA",30,0.58,"",1070,617,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,20,NA,0.89,10,0.14,0.116,0,NA,NA,"Negative",2.82,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,"TAIR_4",0.58,"MGRsD and TAIR_Del",-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,NA,NA,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,NA,NA,182.152954289036,193.090683705605,545.190296884281,954.265201979872,1709.700729707,3323.73391227747,5750.19003213985,5177.22471469059,2342.47865570694,1292.28889503202,526.445062980482,270.79890631547
646,2326,"Kang","Jumbong-S2",1,38.03,128.1,1075,"None","",NA,NA,"Quercus mongolica","Temperate","Forest","Unmanaged",6.3,1578,NA,NA,NA,"IRGA",30,0.58,"",1109,684,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,20,NA,0.84,10,0.16,0.104,0,NA,NA,"Positive",2.86,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,"TAIR_4",0.58,"MGRsD and TAIR_Del",-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,NA,NA,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,NA,NA,226.136736359918,238.273850476986,604.268650388049,998.160978551643,1683.65543775503,3055.57687772237,4994.85271648022,4546.24894598199,2232.8607379779,1309.98992386274,585.607871577238,322.676180907646
647,2326,"Kang","Nam",1,37.55,126.98,220,"None","",NA,NA,"Quercus mongolica","Temperate","Forest","Unmanaged",11.8,1370,NA,NA,NA,"IRGA",30,0.58,"",1246,881,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,20,NA,0.96,10,0.09,0.118,0,NA,NA,"Positive",1.85,37.75,126.75,1322.51,12.07,1189.3,12.29,2000,272.692,0.556,-0.488,14,"TAIR_4",1,"Rs_Ts_Relationship",-3.1,-2.4,5.8,11.8,17.7,23.6,26.9,26.7,20.5,14.3,6,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.736435462777,194.213551227258,513.77394508987,1046.91871648473,2108.14997585495,4245.12070585571,6279.39108121841,6132.15092987741,2938.78119005221,1408.38589619928,526.110261383313,249.160297194686
648,2326,"Kang","Kwangung",1,37.75,127.17,240,"None","",NA,NA,"Quercus mongolica","Temperate","Forest","Unmanaged",10.2,1365,NA,NA,NA,"IRGA",30,0.58,"",1107,561,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,20,NA,0.9,10,0.1,0.114,0,NA,NA,"Positive",NA,37.75,127.25,1470.91,9.38,1287.2,9.83,2000,272.708,0.536,-0.674,14,"TAIR_4",1,"Rs_Ts_Relationship",-6,-4.8,3.8,9.4,15.2,21.8,25.3,24.7,17.4,11,3.1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.304186179809,165.581280584687,443.703415273765,843.030987236644,1638.88956277125,3492.02527747344,5215.5079040863,4868.89550961279,2108.91423954417,1012.71353510533,409.495304012374,203.521220200158
663,2412,"Pumpanen","Hyytiälä-SMEAR II",1,61.85,24.28,181,"None","",NA,36,"Pinus sylvestris","Boreal","Forest","Managed",3,700,NA,NA,NA,"IRGA",0.1,1,"",850,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",1,20,NA,0.77,3,0.101,0.184,0,NA,NA,"Mixed",4.01,61.75,24.25,590.34,3.33,560.7,2.99,1998,84.841,1.062,-0.349,4.997,"",1,"MGRsD",-4.5,-7.5,-7.1,1.6,7.7,13.2,15.2,12.2,9.9,4.4,-4.3,-4.9,0.054,0.274,0.268,0.543,1.433,4.326,5.93,5.544,3.37,2.035,1.034,0.471,126.109419426978,72.3973095836148,77.9577160872445,389.79107804024,1204.80361586114,3332.69531088809,4824.79660390706,2769.83507654075,1809.9559342656,654.317677055041,130.862696896968,117.114547961452
664,2412,"Pumpanen","Hyytiälä-SMEAR II",1,61.85,24.28,181,"None","",NA,37,"Pinus sylvestris","Boreal","Forest","Managed",3,700,NA,NA,NA,"IRGA",0.1,1,"",907,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",1,20,NA,0.85,3,0.189,0.119,0,NA,NA,"Mixed",3.92,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,4.997,"",1,"MGRsD",-8.7,-9.4,-3.3,3.7,6.2,17.1,16.3,12.9,10.6,5.1,0.6,-4.9,0.248,0.006,0.019,0.458,1.243,2.742,4.346,3.96,2.899,2.009,1.224,0.497,192.239271053147,176.795019500844,366.797835585737,847.515424901442,1143.00443001123,4211.27141359487,3826.8825670039,2547.89029279615,1934.96202425378,1002.05551025124,584.886013520019,302.893930408088
673,2541,"Burton","Burton-A",1,46.85,-88.88,NA,"None","",NA,94,"Acer saccharum","Temperate","Forest","Natural",4.8,821,NA,NA,NA,"IRGA",7,0.5,"",1071,NA,NA,NA,NA,"","Other","Positive","umol CO2/m2/s",NA,NA,NA,0.79,10,-0.24,0.134,0.366,NA,NA,"Positive",NA,46.75,-88.75,696.74,5.13,764.5,6.04,1999,145.739,0.85,0.465,6.535,"TAIR_6",0.5,"MGRsD and TAIR_Del",-10.8,-5.6,-2.4,5.6,12.5,16.7,20.8,17.5,13.7,6.7,3.6,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,2541,"Burton","Burton-B",1,45.55,-84.85,NA,"None","",NA,88,"Acer saccharum","Temperate","Forest","Natural",6.1,828,NA,NA,NA,"IRGA",7,0.5,"",1071,NA,NA,NA,NA,"","Other","Positive","umol CO2/m2/s",NA,NA,NA,0.71,10,-0.278,0.124,0.419,NA,NA,"Positive",NA,45.75,-84.75,748.46,5.52,700.9,7.01,1999,108.252,1.054,-0.439,7.02,"TAIR_6",0.5,"MGRsD and TAIR_Del",-8.1,-4.7,-2.6,5.3,11.5,17,21,18,15.3,8.1,5,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,2541,"Burton","Burton-C",1,44.38,-85.83,NA,"None","",NA,89,"Acer saccharum","Temperate","Forest","Natural",6.9,856,NA,NA,NA,"IRGA",7,0.5,"",1071,NA,NA,NA,NA,"","Other","Positive","umol CO2/m2/s",NA,NA,NA,0.79,10,0.041,0.113,1.71,NA,NA,"Positive",NA,44.25,-85.75,800.14,6.95,755.3,7.93,1999,116.679,0.823,-0.384,7.48,"TAIR_6",0.5,"MGRsD and TAIR_Del",-7.3,-2.7,-1,7.5,14.3,18.9,21.5,18.1,14.8,8.5,5,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,2541,"Burton","Burton-D",1,43.67,-86.15,NA,"None","",NA,93,"Acer saccharum","Temperate","Forest","Natural",7.6,793,NA,NA,NA,"IRGA",7,0.5,"",1071,NA,NA,NA,NA,"","Other","Positive","umol CO2/m2/s",NA,NA,NA,0.77,10,-0.113,0.114,1.099,NA,NA,"Positive",NA,43.75,-86.25,875.52,8.14,921.4,8.81,1999,128.632,0.797,0.357,7.92,"TAIR_6",0.5,"MGRsD and TAIR_Del",-5.7,-0.7,-1,8.3,15,19.1,22.1,18.9,15.8,8.9,6.1,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,2541,"Burton","Burton-A",1,46.85,-88.88,NA,"None","",NA,94,"Acer saccharum","Temperate","Forest","Natural",4.8,821,NA,NA,NA,"IRGA",7,0.5,"",1071,NA,NA,NA,NA,"","Other","Positive","umol CO2/m2/s",NA,NA,NA,0.79,10,-0.24,0.134,0.366,NA,NA,"Positive",NA,46.75,-88.75,696.74,5.13,609.6,5.98,2001,145.739,0.85,-0.598,6.505,"TAIR_6",0.5,"MGRsD and TAIR_Del",-6.4,-11.3,-4.6,5.1,11.7,16.1,18.8,19.4,13.4,7.2,5.2,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
