Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI
1171,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1998,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,784,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.36,6.5,2.6,1.9,20,,,,1.37,,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1420.4,16.28,1998,209.974,0.633,0.479
1172,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1999,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,898,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.35,6.5,3.1,2,20,,,,1.55,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1282.1,15.53,1999,209.974,0.633,-0.179
1173,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,2000,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,996,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.47,6.5,3.5,2.1,20,,,,1.67,,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1213.9,14.91,2000,209.974,0.633,-0.504
1174,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,2001,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,698,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.42,6.5,2.6,2.2,20,,,,1.18,,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1085.8,15.17,2001,209.974,0.633,-1.114
1175,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,1998,1,46.67,-89.62,490,None,,,0,Populus tremuloides,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,707,,178,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.24,6.5,4.02,1.7,20,,,,2.36,,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,770.7,6.75,1998,147.224,0.924,-0.319
1176,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,1999,1,46.67,-89.62,490,None,,,0,Populus tremuloides,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,997,,178,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.12,6.5,5.97,1.5,20,,,,3.98,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,794.2,4.94,1999,147.224,0.924,-0.16
1177,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,2000,1,46.67,-89.62,490,None,,,0,Populus tremuloides,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,710,,178,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.24,6.5,6.84,3.2,20,,,,2.14,,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,568.1,4.23,2000,147.224,0.924,-1.696
1178,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,2001,1,46.67,-89.62,490,None,,,0,Populus tremuloides,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,1033,,178,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.41,6.5,7.4,2.6,20,,,,2.85,,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,865.8,5.33,2001,147.224,0.924,0.327
1179,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,1998,1,46.67,-89.62,490,None,,,0,Populus tremuloides; Betula papyrifera,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,657,,154,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.3,6.5,3.8,1.7,20,,,,2.24,,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,770.7,6.75,1998,147.224,0.924,-0.319
1180,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,1999,1,46.67,-89.62,490,None,,,0,Populus tremuloides; Betula papyrifera,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,860,,154,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.15,6.5,5.1,1.5,20,,,,3.4,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,794.2,4.94,1999,147.224,0.924,-0.16
1181,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,2000,1,46.67,-89.62,490,None,,,0,Populus tremuloides; Betula papyrifera,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,606,,154,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.23,6.5,5.77,2.6,20,,,,2.22,,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,568.1,4.23,2000,147.224,0.924,-1.696
1182,00:00.0,2656,King,,,BBL,USA,Wisconsin,FACTS-II,2001,1,46.67,-89.62,490,None,,,0,Populus tremuloides; Betula papyrifera,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Alfic Haplorthod (sandy loam),Dry,,,,,,4.9,810,,,,IRGA,21,1,,924,,154,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.3,6.5,6.53,2.5,20,,,,2.61,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.38,46.75,-89.75,817.73,4.29,865.8,5.33,2001,147.224,0.924,0.327
1183,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,,1,Populus X euroamericana,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,808,,59,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.39,6.5,2.69,2,20,,,,1.35,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098
1184,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,,2,Populus X euroamericana,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,724,,59,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.24,6.5,2.7,2,20,,,,1.35,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157
1185,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,,1,Populus alba,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,747,,3,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.3,6.5,2.6,2.2,20,,,,1.18,2.2,2.2,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098
1186,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,,2,Populus alba,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,751,,3,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.2,6.5,3.04,2.4,20,,,,1.27,2.4,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157
1187,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,,1,Pinus nigra,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,707,,33,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.33,6.5,2.48,2.3,20,,,,1.08,2.3,2.3,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098
1188,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,,2,Pinus nigra,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,753,,33,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.26,6.5,3.19,2.5,20,,,,1.28,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157
1195,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1997,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,598,,217,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.42,6.5,2.5,2.6,20,,,,0.96,,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1344.1,14.64,1997,209.974,0.633,0.116
1214,00:00.0,2680,Liang,,,BBL,Japan,,Tomakomai,2001,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,Deciduous,Mature,Volcanogenous regosol (pumice),Dry,,,,,,7.3,1250,,,,IRGA,0.1,0.33,,665,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.84,5,0.61,0.11,0,,,Positive,1.83,,3,3,,,,,,,,,,,,,,,,,,,,2.1,23.2,,,655,,,,,,,0.27,0.48,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707
1215,00:00.0,2680,Liang,,,BBL,Japan,,Tomakomai,2001,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,Deciduous,Mature,Volcanogenous regosol (pumice),Dry,,,,,,7.3,1250,,,,IRGA,0.1,0.33,,1153,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.1,5,2.01,0.05,0,,,None,3.31,,1.65,1.65,,,,,,,,,,,,,,,,,,,,2.1,23.2,,,655,,,,,,,0.27,0.48,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707
1216,00:00.0,2680,Liang,,,BBL,Japan,,Tomakomai,2001,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,Deciduous,Mature,Volcanogenous regosol (pumice),Dry,,,,,,7.3,1250,,,,IRGA,0.1,0.33,,720,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.73,5,1.14,0.06,0,,,Negative,2.08,,1.82,1.82,,,,,,,,,,,,,,,,,,,,2.1,23.2,,,655,,,,,,,0.27,0.48,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707
1217,00:00.0,2680,Liang,,,BBL,Japan,,Tomakomai,2001,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,Deciduous,Mature,Volcanogenous regosol (pumice),Dry,,,,,,7.3,1250,,,,Gradient,0.1,0.33,,902,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.85,5,0.93,0.1,0,,,Positive,2.53,,2.72,2.72,,,,,,,,,,,,,,,,,,,,2.1,23.2,,,655,,,,,,,0.27,0.48,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707
4650,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1998,1,61.8,24.31666667,152,None,,,130,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,572,,6,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.44,,0.1146,0.1196,0,,,,2.392,3.307,3.307,3.307,3.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,560.7,2.99,1998,84.841,1.062,-0.349
4651,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1999,1,61.8,24.31666667,152,None,,,130,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,581,,15,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.44,,0.1197,0.107,0,,,,2.203,2.915,2.915,2.915,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231
4652,00:00.0,2747,Pumpanen,,,BBL,Finland,,,2000,1,61.8,24.31666667,152,None,,,130,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,560,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.44,,0.1197,0.107,0,,,,2.203,2.915,2.915,2.915,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,676.5,4.96,2000,84.841,1.062,1.016
1261,00:00.0,2771,Smith,,,BBL,USA,Kansas,Flint Hills,1999.5,1.5,39,-96,200,None,,,1,Andropogon gerardii; Schizachrium scoparium; Sorghastrum nutans; Panicum virgatum,Temperate,Grassland,Natural,Deciduous,Mature,Silty clay loam,Dry,,,,,,13,835,,,,IRGA,25,1,,858,15,,,,,,,,,,,,,,,,,,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,8,32,,0.67,10,-0.33,0.038,0,,,None,1.12,,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169
1262,00:00.0,2771,Smith,,,BBL,USA,Kansas,Flint Hills,1999.5,1.5,39,-96,200,None,,,40,Juniperus virginiana,Temperate,Forest,Natural,Deciduous,Mature,Silty clay loam,Dry,,,,,,13,835,,,,IRGA,25,1,,534,22,,,,,,,,,,,,,,,,,,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,2,32,,0.37,10,-0.344,0.034,0,,,Positive,0.99,2.2,2.2,2.2,2.2,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,0,0,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169
2016,00:00.0,2842,Yazaki,,,BBL,Japan,,Sugadaira Montane Research Center,2000,1,36.52,138.35,1300,None,,,,Miscanthus sinensis,Temperate,Grassland,Natural,Deciduous,Mature,Andosols,Dry,,,,,,,,,6.5,1288,IRGA,30,0.67,Extraction,1387,,15,,,,,,649,738,0.47,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,6,27,,0.86,5,144.9,0.114,0,,,None,2.86,,3.12,3.12,,,,,,,,,,-56,1207,,,,,,,,,,,,385,1592,,,,,,,0.48,-0.35,36.75,138.25,1143.47,10.95,1210.8,11.1,2000,174.486,0.524,0.386
2017,00:00.0,2842,Yazaki,,,BBL,Japan,,Sugadaira Montane Research Center,2001,1,36.52,138.35,1300,None,,,,Miscanthus sinensis,Temperate,Grassland,Natural,Deciduous,Mature,Andosols,Dry,,,,,,,,,6.1,1396,IRGA,30,0.67,Extraction,1408,,15,,,,,,695,713,0.49,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,24,,0.86,5,176.43,0.103,0,,,None,3.12,2.8,2.8,2.8,2.8,,,,,,,,,-100,1140,,,,,,,,,,,,419,,,,,,,,0.48,-0.35,36.75,138.25,1143.47,10.95,1260,10.84,2001,174.486,0.524,0.668
2018,00:00.0,2844,Curiel Yuste,,,BBL,Belgium,,De Inslag Forest,2001,1,51.3,4.52,16,None,,,72,Pinus sylvestris,Temperate,Forest,Unmanaged,Evergreen,Mature,Umbric Regosol,Dry,,,,,,9.8,750,,,,IRGA,5,1,,458,23,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,67,0.68,2,1.06,1.93,10,,,,1.06,1.93,1.93,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html,-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805
2019,00:00.0,2844,Curiel Yuste,,,BBL,Belgium,,De Inslag Forest,2001,1,51.3,4.52,16,None,,,72,Pinus sylvestris,Temperate,Forest,Unmanaged,Evergreen,Mature,Umbric Regosol,Dry,,,,,,9.8,750,,,,IRGA,5,1,,560,72,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,12,0.7,2,1.44,1.87,10,,,,1.44,1.87,1.87,1.87,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html,-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805
2020,00:00.0,2844,Curiel Yuste,,,BBL,Belgium,,De Inslag Forest,2001,1,51.3,4.52,16,None,,,72,Pinus sylvestris,Temperate,Forest,Unmanaged,Evergreen,Mature,Umbric Regosol,Dry,,,,,,9.8,750,,,,IRGA,5,1,,492,83,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,12,0.84,2,1.23,2.39,10,,,,1.23,2.39,2.39,2.39,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html,-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805
2021,00:00.0,2844,Curiel Yuste,,,BBL,Belgium,,De Inslag Forest,2001,1,51.3,4.52,16,None,,,72,Quercus robur,Temperate,Forest,Unmanaged,Deciduous,Mature,Umbric Regosol,Dry,,,,,,9.8,750,,,,IRGA,5,1,,935,72,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,66,0.79,2,1.85,3.25,10,,,,1.85,3.25,3.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html,-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805
2022,00:00.0,2844,Curiel Yuste,,,BBL,Belgium,,De Inslag Forest,2001,1,51.3,4.52,16,None,,,72,Quercus robur,Temperate,Forest,Unmanaged,Deciduous,Mature,Umbric Regosol,Dry,,,,,,9.8,750,,,,IRGA,5,1,,674,155,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,12,0.95,2,2.15,4.8,10,,,,2.15,4.8,4.8,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html,-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805
2023,00:00.0,2844,Curiel Yuste,,,BBL,Belgium,,De Inslag Forest,2001,1,51.3,4.52,16,None,,,72,Quercus robur,Temperate,Forest,Unmanaged,Deciduous,Mature,Umbric Regosol,Dry,,,,,,9.8,750,,,,IRGA,5,1,,893,132,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,12,0.84,2,1.38,2.45,10,,,,1.38,2.45,2.45,2.45,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html,-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805
2050,00:00.0,2926,Fahey,,Q02,BBL,USA,New Hampshire,Hubbard Brook-W6,2000,5,43.93,-71.75,600,None,,,85,Fagus grandifolia; Acer saccharum; Betula alleghaniensis,Temperate,Forest,Natural,Deciduous,Mature,Spodosols (Typic Haplorthods),Dry,,,,,,,1395,,,,IRGA,30,0.5,Exclusion,660,54,,,,,,,260,400,0.39,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,18,,,5,0.825,0.088,0,,,,1.98,,2.4,2.4,,,,,,,,,,,535,354,181,91,478,198,92,290,,6.3,,12006,9495,2511,,,2970,15740,,Ancillary data from #2925,0.07,-0.25,43.75,-71.75,1071.54,7.64,967.3,7.32,2000,159.533,0.831,-0.653
2154,00:00.0,3052,Mo,,Q03,BBL,Japan,,Takayama Experimental Field Station,2000.5,4,36.13,137.42,1420,None,,,,Quercus crispula; Betula ermanii,Temperate,Forest,Natural,Deciduous,Mature,Brown forest soil (Dystric Cambisols),Dry,,,,,,7.2,2275,,7.1,1945,IRGA,21,1,,726,,36,,,,,,,,,,,,0.67,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,0,21,,0.84,1,0.54,0.133,0,,,Mixed,,3.79,3.79,3.79,3.79,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,Topography-corrected,-0.13,-0.42,36.25,137.25,1815.37,10.01,1653.8,10.06,2001,225.84,0.538,-0.715
2313,00:00.0,3115,Rodeghiero,,Q01,BBL,Italy,,S1-Casteller,2002,2,46.02,11.14,220,None,,,44,Ostrya carpinifolia,Temperate,Forest,Natural,Deciduous,Mature,Calcaric Phaeozem,Dry,,,,,,11.6,951,,,,IRGA,20,1,,984,,,,,,,,,,,,,,,,,,,,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,6.36,27.18,0.23,,,,1.71,7.57,5.16,2.93,4.7,,,,,,,,,,,,,,,214,,,,2.7,23.6,,4200,,,,,2300,30,Rs estimated from figure,-0.02,-0.14,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036
2314,00:00.0,3115,Rodeghiero,,Q01,BBL,Italy,,S2-Toblino,2002,2,46.06,10.98,250,None,,,45,Quercus ilex,Temperate,Forest,Natural,Deciduous,Mature,Leptic Calcaric,Dry,,,,,,11.8,879,,,,IRGA,20,1,,965,,,,,,,,,,,,,,,,,,,,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,5.4,23.77,0.28,,,,2.21,10.13,5.06,2.25,4.77,,,,,,,,,,,,,,,515,,,,3.5,45.4,,7700,,,,,8600,30,Rs estimated from figure,-0.06,0.02,46.25,10.75,998.54,3.51,1521.9,4.3,2002,262.721,0.629,1.992
