"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","TS_Flag","Annual_TS_Coverage","TS_Source","mtr_out_TAnnual","Rs_TAIR_units_TAnnual","Rs_TAIR_TAnnual","Rs_annual_bahn_TAnnual","mtr_out_MAT","Rs_TAIR_units_MAT","Rs_TAIR_MAT","Rs_annual_bahn_MAT","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","higherr","labl","TAIR_LTM_dev","TAIR_dev"
664,"00:00.0",2412,"Pumpanen",NA,"","BBL","Finland","","Hyytiälä-SMEAR II",1999,1,61.85,24.28,181,"None","",NA,37,"Pinus sylvestris","Boreal","Forest","Managed","Evergreen","Mature","Haplic podzol","Dry",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",0.1,1,"",907,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",1,20,NA,0.85,3,0.189,0.119,0,NA,NA,"Mixed",3.92,3.3,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.15,-0.28,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,4.997,"",1,"MGRsD",FALSE,0.298836623710421,1.88659484661746,862.86256825166,FALSE,0.280905135165637,1.77339100479668,810.816105068032,FALSE,0.342540539793941,2.16250340774505,989.782766984594,0.09,FALSE,NA,0.33,NA
3329,"00:00.0",2451,"Son",NA,"","BBL","South Korea","","Mt. Kumdan",2001,1.3,37.45,127.27,NA,"None","",20,20,"Salix glandulosa; Salix koreensis; Acer ginnala","Temperate","Forest","Unmanaged","Deciduous","Aggrading","","Dry",0.69,NA,NA,NA,NA,10.8,790,NA,NA,NA,"IRGA",30,0.83,"",982,101,NA,8.21,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",1,22,NA,0.8,15,0.016,0.202,0,NA,NA,"",0.77,7.53,7.53,7.53,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.45,-0.27,37.25,127.25,1290.42,11.2,976.7,11.54,2001,259.093,0.673,-1.211,10.97,"TAIR_2",0.83,"MGRsD and TAIR_Del",FALSE,0.16462476329845,1.03929774807465,473.810524274719,FALSE,0.153697859234466,0.970314767874171,442.197507563626,FALSE,0.146720398159245,0.926265139874954,422.017063461554,0.57,FALSE,NA,0.399999999999999,NA
3330,"00:00.0",2451,"Son",NA,"","BBL","South Korea","","Mt. Kumdan",2001,1.3,37.45,127.27,NA,"None","",20,20,"Spiraea prunifolia; Lespedeza bicola; Pueraria thunbergiana","Temperate","Shrubland","Unmanaged","Deciduous","Aggrading","","Dry",0.93,NA,NA,NA,NA,10.8,790,NA,NA,NA,"IRGA",30,0.83,"",922,112,NA,7.58,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",1,22,NA,0.8,15,0.016,0.202,0,NA,NA,"",0.77,7.53,7.53,7.53,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.45,-0.27,37.25,127.25,1290.42,11.2,976.7,11.54,2001,259.093,0.673,-1.211,10.97,"TAIR_2",0.83,"MGRsD and TAIR_Del",FALSE,0.16462476329845,1.03929774807465,473.810524274719,FALSE,0.153697859234466,0.970314767874171,442.197507563626,FALSE,0.146720398159245,0.926265139874954,422.017063461554,0.54,FALSE,NA,0.399999999999999,NA
3331,"00:00.0",2451,"Son",NA,"","BBL","South Korea","","Mt. Kumdan",2001,1.3,37.45,127.27,NA,"None","",NA,NA,"Quercus mongolica; Quercus variabilis; Prunus sargentii; Fraxinus rhynchophylla","Temperate","Forest","Natural","Deciduous","Aggrading","","Dry",0.81,NA,NA,NA,NA,10.8,790,NA,NA,NA,"IRGA",30,0.83,"",1110,112,NA,10.73,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",1,22,NA,0.8,15,0.016,0.202,0,NA,NA,"",0.77,7.53,7.53,7.53,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.45,-0.27,37.25,127.25,1290.42,11.2,976.7,11.54,2001,259.093,0.673,-1.211,10.97,"TAIR_2",0.83,"MGRsD and TAIR_Del",FALSE,0.16462476329845,1.03929774807465,473.810524274719,FALSE,0.153697859234466,0.970314767874171,442.197507563626,FALSE,0.146720398159245,0.926265139874954,422.017063461554,0.62,FALSE,NA,0.399999999999999,NA
2758,"00:00.0",2501,"Yi",NA,"","BBL","South Korea","Kangwon","Chunchon",2001,2,37.81,127.83,NA,"None","",NA,44,"Quercus mongolica","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",30,1,"",858,NA,NA,8.84,190,0.16,105,NA,NA,NA,NA,2.04,4.67,2.19,0.58,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",0,23,NA,0.73,10,0.056,0.14,0,NA,NA,"",1.43,4.07,4.07,4.07,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,"",0.19,0.17,37.75,127.75,1322.79,10.26,1056.2,10.05,2001,257.443,0.598,-1.036,11.52,"",1,"Figure 1",FALSE,0.228686413269457,1.44372735646907,659.357160074223,FALSE,0.235509603244924,1.48680305075774,679.137846188618,FALSE,0.280942968802046,1.77362985351138,810.925899372677,0.05,FALSE,NA,NA,NA
2759,"00:00.0",2501,"Yi",NA,"Q01","BBL","South Korea","Kangwon","Chunchon",2001,2,37.81,127.83,NA,"None","",NA,50,"Quercus variabilis","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",30,1,"",927,NA,NA,11.99,190,0.16,105,NA,NA,NA,NA,2.04,5.83,2.19,0.29,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",0,23,NA,0.77,10,0.048,0.17,0,NA,NA,"",1.63,5.45,5.45,5.45,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure",0.19,0.17,37.75,127.75,1322.79,10.26,1056.2,10.05,2001,257.443,0.598,-1.036,11.52,"",1,"Figure 1",FALSE,0.264992364114257,1.67293159159561,764.644000728247,FALSE,0.274623484129965,1.73373411694604,792.587688031229,FALSE,0.340222906759032,2.14787188606032,983.049846088775,0.06,FALSE,NA,NA,NA
2760,"00:00.0",2501,"Yi",NA,"","BBL","South Korea","Kangwon","Chunchon",2001,2,37.81,127.83,NA,"None","",NA,49,"Quercus variabilis","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",30,1,"",950,NA,NA,6.94,190,0.16,105,NA,NA,NA,NA,2.19,5.25,2.33,0.58,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",0,23,NA,0.86,10,0.055,0.142,0,NA,NA,"",1.43,4.14,4.14,4.14,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,"",0.19,0.17,37.75,127.75,1322.79,10.26,1056.2,10.05,2001,257.443,0.598,-1.036,11.52,"",1,"Figure 1",FALSE,0.229162918529785,1.44673559674885,660.738464443087,FALSE,0.236099466683993,1.49052693610532,680.84802927152,FALSE,0.282357270355834,1.78255852493662,815.030300481297,0.14,FALSE,NA,NA,NA
1959,"00:00.0",2503,"Curiel Yuste",NA,"","BBL","Belgium","Campine","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Pinus sylvestris","Temperate","Forest","Unmanaged","Evergreen","Mature","Sandy (Umbric Regosol)","Dry",NA,NA,NA,NA,NA,9.8,750,670,NA,NA,"IRGA",14,1,"",462,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",1,21,67,0.68,2,1.06,1.93,10,NA,NA,"Mixed",1.06,1.93,1.93,1.93,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,11500,NA,"",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,119.059,0.786,1.805,9.79,"",1,"Figure 2",FALSE,1.11211973827561,1.11211973827561,507.195145365782,FALSE,1.07332551658767,1.07332551658767,489.408744500441,FALSE,1.04546419033146,1.04546419033146,476.63699967736,0.03,FALSE,NA,0.389999999999999,NA
1,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1998",2001.5,1.5,56.63,-99.94,NA,"None","",NA,3,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Evergreen","Aggrading","Gray luvisol (Boralf)","Medium",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",255,NA,NA,NA,NA,NA,NA,NA,-7,262,-0.03,NA,NA,NA,NA,1.3,NA,NA,0,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,80,0.82,2,17.45,93.96,1,251,NA,"",0.94,3.74,2.54,2,2.74,1.5,5,15,1.3,15,25,NA,NA,-136,111,106,5,5,NA,0,5,5,NA,0,0,200,80,120,70,50,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.37,-0.06,56.75,-99.75,505.3,-2.68,512.3,-3.14,2002,71.992,1.383,0.097,2.622,"",0.35,"MGRsD",TRUE,0.122903405425141,0.122903405425141,55.3887905998276,TRUE,0.138211332412628,0.138211332412628,62.3270985853906,FALSE,0.390111092404859,0.390111092404859,176.911081259233,0.31,FALSE,NA,3.48,NA
2,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1995",2001.5,1.5,56.46,-99.97,NA,"None","",NA,6,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Deciduous","Aggrading","Gray luvisol (Boralf)","Dry",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",85,NA,NA,NA,NA,NA,NA,NA,9,76,0.11,NA,NA,NA,NA,0.6,NA,NA,0.25,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,53,0.75,2,9.79,71.72,1,251,NA,"",1.05,2.74,2.04,1.7,2.16,1.5,5,15,1.3,15,25,NA,NA,-134,188.5,183.5,20.3,20.3,NA,2,20.3,22.3,NA,0.1,0.5,160,90,70,40,30,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",-0.46,-0.03,56.25,-99.75,482.72,-3.07,483.5,-3.78,2002,78.408,1.308,0.01,2.302,"",0.35,"MGRsD",TRUE,0.195247810328967,0.195247810328967,88.2124040820008,TRUE,0.225953812373456,0.225953812373456,102.165837715937,FALSE,0.518019757456653,0.518019757456653,235.276263945031,1.77,TRUE,2,3.87,NA
3,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1989",2001.5,1.5,55.91,-98.98,NA,"None","",NA,12,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Deciduous","Aggrading","Gray luvisol (Boralf)","Medium",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",425,NA,NA,3.25,210,0.5,20,NA,140,285,0.33,NA,NA,NA,NA,1.98,NA,NA,0.4,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,82,0.84,2,7,55.54,1,251,NA,"",1.24,2.18,1.73,1.51,1.81,1.5,5,15,1.3,15,25,NA,NA,-2,366.5,354.1,12.8,12.8,NA,17.5,12.8,30.3,NA,0,0,520,400,120,70,50,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.09,-0.02,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557,"",0.35,"MGRsD",TRUE,0.366543364660743,0.366543364660743,166.167451783809,TRUE,0.372876499923929,0.372876499923929,169.054130080734,FALSE,0.735949180580607,0.735949180580607,334.89072926307,0.21,FALSE,NA,3.96,NA
4,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1981",2001.5,1.5,55.86,-98.48,NA,"None","",NA,20,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Mixed","Aggrading","Gray luvisol (Boralf)","Dry",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",551,NA,NA,NA,NA,NA,NA,NA,166,385,0.3,NA,NA,NA,NA,2.75,NA,NA,0.3,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,67,0.8,2,19.04,80.34,1,251,NA,"",1.56,3.09,2.22,1.81,2.36,1.5,5,15,1.3,15,25,NA,NA,43,403,363.4,39.7,22.6,NA,31.3,22.6,53.9,NA,0.9,4.1,1050,700,350,230,120,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.14,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602,"",0.35,"MGRsD",TRUE,0.272597704081539,0.272597704081539,123.381013792176,TRUE,0.273822762928967,0.273822762928967,123.938491151929,FALSE,0.736514614624604,0.736514614624604,335.149417710239,0.39,FALSE,NA,3.96,NA
5,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1964",2001.5,1.5,55.92,-98.39,NA,"None","",NA,37,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Evergreen","Aggrading","Gray luvisol (Boralf)","Medium",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",484,NA,NA,NA,NA,NA,NA,NA,106,378,0.22,NA,NA,NA,NA,2.2,NA,NA,0.24,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,96,0.91,2,24.75,85.6,1,251,NA,"",1.73,3.33,2.34,1.88,2.5,1.5,5,15,1.3,15,25,NA,NA,97,432,377.2,54.9,36,NA,30.8,36,66.8,NA,1.8,11.6,2300,1500,800,600,200,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.08,0.39,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602,"",0.35,"MGRsD",TRUE,0.268343498754738,0.268343498754738,121.445193343652,TRUE,0.269628582913916,0.269628582913916,122.029936719032,FALSE,0.773769723973952,0.773769723973952,352.196111606779,0.27,FALSE,NA,3.96,NA
6,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1930",2001.5,1.5,55.91,-98.52,NA,"None","",NA,71,"Picea mariana","Boreal","Forest","Natural","Evergreen","Mature","Gray luvisol (Boralf)","Medium",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",540,NA,NA,NA,NA,NA,NA,NA,146,394,0.27,NA,NA,NA,NA,2.27,NA,NA,0.22,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,92,0.9,2,12.72,65.1,1,251,NA,"",1.68,2.49,1.91,1.62,2.01,1.5,5,15,1.3,15,25,NA,NA,112,362,202.6,159.4,78.7,NA,59.6,78.7,138.3,NA,6.8,36.7,6720,5500,1220,970,250,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.09,-0.48,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557,"",0.35,"MGRsD",TRUE,0.400887871600892,0.400887871600892,181.824985650791,TRUE,0.409018679575832,0.409018679575832,185.532875752281,FALSE,0.907512159889857,0.907512159889857,413.427324602959,0.23,FALSE,NA,3.96,NA
7,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-D1850; NOBS",2001.5,1.5,55.88,-98.48,NA,"None","",NA,151,"Picea mariana","Boreal","Forest","Natural","Evergreen","Mature","Gray luvisol (Boralf)","Medium",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",375,NA,NA,NA,NA,NA,NA,NA,46,329,0.12,NA,NA,NA,NA,1.85,NA,NA,0.13,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,62,0.9,2,5.1,40.27,1,251,NA,"",1.46,1.76,1.49,1.35,1.54,1.5,5,15,1.3,15,25,NA,NA,-19,211,147.1,74.5,74.5,NA,33.5,74.5,108,NA,5.3,42.2,8530,7100,1430,1230,200,NA,41800,70,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.12,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602,"",0.35,"MGRsD",TRUE,0.607019126678625,0.607019126678625,275.934490887807,TRUE,0.608384970480153,0.608384970480153,276.558723087567,FALSE,0.999008661582602,0.999008661582602,455.345709164641,0.21,FALSE,NA,3.96,NA
8,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-W1998",2001.5,1.5,56.63,-99.94,NA,"None","",NA,3,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Evergreen","Aggrading","Luvic gleysol (Aqualf)","Wet",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",137,NA,NA,NA,NA,NA,NA,NA,3,134,0.02,NA,NA,NA,NA,0.66,NA,NA,0,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,80,0.82,2,17.45,93.96,1,251,NA,"",0.94,3.74,2.54,2,2.74,1.5,5,15,1.3,15,25,NA,NA,-76,74,68,6,4.3,NA,0,4.3,4.3,NA,0,0,90,20,70,40,30,NA,NA,NA,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.37,-0.06,56.75,-99.75,505.3,-2.68,512.3,-3.14,2002,71.992,1.383,0.097,2.622,"",0.35,"MGRsD",TRUE,0.122903405425141,0.122903405425141,55.3887905998276,TRUE,0.138211332412628,0.138211332412628,62.3270985853906,FALSE,0.390111092404859,0.390111092404859,176.911081259233,0.29,FALSE,NA,3.48,NA
9,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-W1995",2001.5,1.5,56.46,-99.98,NA,"None","",NA,6,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Deciduous","Aggrading","Luvic gleysol (Aqualf)","Wet",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",513,NA,NA,NA,NA,NA,NA,NA,15,498,0.03,NA,NA,NA,NA,2.36,NA,NA,0.09,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,53,0.75,2,9.79,71.72,1,251,NA,"",1.05,2.74,2.04,1.7,2.16,1.5,5,15,1.3,15,25,NA,NA,131,490,456.4,34.6,34.6,NA,1,34.6,35.6,NA,0,0,550,100,450,300,150,NA,NA,NA,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",-0.46,-0.02,56.25,-99.75,482.72,-3.07,483.5,-3.78,2002,78.408,1.308,0.01,2.302,"",0.35,"MGRsD",TRUE,0.195247810328967,0.195247810328967,88.2124040820008,TRUE,0.225953812373456,0.225953812373456,102.165837715937,FALSE,0.518019757456653,0.518019757456653,235.276263945031,0.54,FALSE,NA,3.87,NA
10,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-W1989",2001.5,1.5,55.9,-98.98,NA,"None","",NA,12,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Deciduous","Aggrading","Luvic gleysol (Aqualf)","Wet",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",337,NA,NA,NA,NA,NA,NA,NA,98,239,0.29,NA,NA,NA,NA,1.65,NA,NA,0.27,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,82,0.84,2,7,55.54,1,251,NA,"",1.24,2.18,1.73,1.51,1.81,1.5,5,15,1.3,15,25,NA,NA,-30,261,223.3,37.7,30.6,NA,5.2,30.6,35.8,NA,0,0,740,350,390,260,130,NA,NA,NA,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.1,-0.02,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557,"",0.35,"MGRsD",TRUE,0.366543364660743,0.366543364660743,166.167451783809,TRUE,0.372876499923929,0.372876499923929,169.054130080734,FALSE,0.735949180580607,0.735949180580607,334.89072926307,0.01,FALSE,NA,3.96,NA
11,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-W1981",2001.5,1.5,55.86,-98.48,NA,"None","",NA,20,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Mixed","Aggrading","Luvic gleysol (Aqualf)","Wet",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",570,NA,NA,NA,NA,NA,NA,NA,216,354,0.38,NA,NA,NA,NA,3.2,NA,NA,0.37,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,67,0.8,2,19.04,80.34,1,251,NA,"",1.56,3.09,2.22,1.81,2.36,1.5,5,15,1.3,15,25,NA,NA,310,584,556.1,27.9,27.4,NA,6.1,27.4,33.5,NA,0.1,0.2,750,360,390,260,130,NA,NA,NA,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.14,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602,"",0.35,"MGRsD",TRUE,0.272597704081539,0.272597704081539,123.381013792176,TRUE,0.273822762928967,0.273822762928967,123.938491151929,FALSE,0.736514614624604,0.736514614624604,335.149417710239,0.41,FALSE,NA,3.96,NA
12,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-W1964",2001.5,1.5,55.92,-98.39,NA,"None","",NA,37,"Picea mariana; Pinus banksiana; Populus tremuloides","Boreal","Forest","Natural","Evergreen","Aggrading","Luvic gleysol (Aqualf)","Wet",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",397,NA,NA,NA,NA,NA,NA,NA,67,330,0.17,NA,NA,NA,NA,2.08,NA,NA,0.15,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,96,0.91,2,24.75,85.6,1,251,NA,"",1.73,3.33,2.34,1.88,2.5,1.5,5,15,1.3,15,25,NA,NA,174,429,379.6,49.4,20.3,NA,5.2,20.3,25.5,NA,0.3,2.2,2150,1800,350,200,150,NA,NA,NA,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.08,0.39,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602,"",0.35,"MGRsD",TRUE,0.268343498754738,0.268343498754738,121.445193343652,TRUE,0.269628582913916,0.269628582913916,122.029936719032,FALSE,0.773769723973952,0.773769723973952,352.196111606779,0.11,FALSE,NA,3.96,NA
13,"00:00.0",2534,"Bond-Lamberty",NA,"Q02","BBL","Canada","Manitoba","BOREAS NSA-W1930",2001.5,1.5,55.91,-98.51,NA,"None","",NA,71,"Picea mariana","Boreal","Forest","Natural","Evergreen","Mature","Luvic gleysol (Aqualf)","Wet",NA,NA,NA,NA,NA,0.8,450,NA,NA,NA,"IRGA",30,0.35,"Exclusion",338,NA,NA,NA,NA,NA,NA,NA,48,290,0.14,NA,NA,NA,NA,1.6,NA,NA,0.18,"Growing","Arrhenius, R=a exp(-b/c(T-d)), T in K","Positive","umol CO2/m2/s",2,22,92,0.9,2,12.72,65.1,1,251,NA,"",1.68,2.49,1.91,1.62,2.01,1.5,5,15,1.3,15,25,NA,NA,94,326,233.1,93,42,NA,19.8,42,61.8,NA,3,20.3,3880,3400,480,340,140,NA,NA,NA,"LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)",0.09,-0.49,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557,"",0.35,"MGRsD",TRUE,0.400887871600892,0.400887871600892,181.824985650791,TRUE,0.409018679575832,0.409018679575832,185.532875752281,FALSE,0.907512159889857,0.907512159889857,413.427324602959,0.22,FALSE,NA,3.96,NA
